nome;link;ano;mes
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2015/10/wanderley-dallas.pdf;2015;Setembro
Dep.Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2015/10/alcimar.pdf;2015;Setembro
Dep.Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2015/10/bosco-saraiva.pdf;2015;Setembro
Dep.Frank Garcia;http://www.ale.am.gov.br/wp-content/uploads/2015/10/BI.pdf;2015;Setembro
Dep.José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2015/10/jose-ricardo1.pdf;2015;Setembro
Dep.Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2015/10/sabaa.pdf;2015;Setembro
Dep.Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2015/10/sinesio.pdf;2015;Setembro
Acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2015/11/acumuladas.pdf;2015;Outubro
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2015/11/abdala.pdf;2015;Outubro
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2015/11/adjuto.pdf;2015;Outubro
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2015/11/cabo-maciel.pdf;2015;Outubro
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2015/11/alessandra.pdf;2015;Outubro
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2015/11/belarmino.pdf;2015;Outubro
Dep. Bi Garcia;http://www.ale.am.gov.br/wp-content/uploads/2015/11/Bi.pdf;2015;Outubro
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2015/11/joao-bosco.pdf;2015;Outubro
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2015/11/carlos-alberto.pdf;2015;Outubro
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2015/11/david.pdf;2015;Outubro
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2015/11/dermilson.pdf;2015;Outubro
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2015/11/gomes.pdf;2015;Outubro
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2015/11/francisco-souza.pdf;2015;Outubro
Dep. José Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2015/11/augusto-ferraz.pdf;2015;Outubro
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2015/11/jose-ricardo.pdf;2015;Outubro
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2015/11/Neto.pdf;2015;Outubro
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2015/11/Luiz-Castro.pdf;2015;Outubro
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2015/11/orlando.pdf;2015;Outubro
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2015/11/platiny.pdf;2015;Outubro
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2015/11/ricardo.pdf;2015;Outubro
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2015/11/saba.pdf;2015;Outubro
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2015/11/serafim.pdf;2015;Outubro
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2015/11/Sinesio.pdf;2015;Outubro
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2015/11/vicente.pdf;2015;Outubro
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2015/11/wanderley-dallas.pdf;2015;Outubro
Acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2015/12/CEAP-ACUMULADA-NOVEMBRO-2015-AT.pdf;2015;Novembro
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Abdala-Fraxe.pdf;2015;Novembro
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Adjuto-Afonso.pdf;2015;Novembro
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Alcimar-Maciel.pdf;2015;Novembro
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Alessandra-Campelo.pdf;2015;Novembro
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Berlarmino-Lins.pdf;2015;Novembro
Dep. Bi Garcia;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Bi-Garcia.pdf;2015;Novembro
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Bosco-Saraiva.pdf;2015;Novembro
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Carlos-Alberto.pdf;2015;Novembro
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2015/12/David-Almeida.pdf;2015;Novembro
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Dermilson-Chagas.pdf;2015;Novembro
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Francisco-Gomes.pdf;2015;Novembro
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Francisco-Souza.pdf;2015;Novembro
Dep. José Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Augusto-Ferraz.pdf;2015;Novembro
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Jose-Ricardo.pdf;2015;Novembro
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Josue-Neto.pdf;2015;Novembro
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Luiz-Castro.pdf;2015;Novembro
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Orlando-Cidade.pdf;2015;Novembro
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Platiny-Soares.pdf;2015;Novembro
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Ricardo-Nicolau.pdf;2015;Novembro
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Saba-Reis.pdf;2015;Novembro
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Serafim-Correa.pdf;2015;Novembro
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Sinesio-Campos.pdf;2015;Novembro
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Vicente-Lopes.pdf;2015;Novembro
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2015/12/Wanderley-Dallas.pdf;2015;Novembro
Acumuladas;http://www.ale.am.gov.br/wp-content/uploads/2016/02/Acumulados.pdf;2015;Dezembro
Dep. Abdala Fraxe;http://www.ale.am.gov.br/wp-content/uploads/2016/01/Abdala.pdf;2015;Dezembro
Dep. Adjuto Afonso;http://www.ale.am.gov.br/wp-content/uploads/2016/01/adjuto-afonso.pdf;2015;Dezembro
Dep. Alcimar Maciel;http://www.ale.am.gov.br/wp-content/uploads/2016/02/Maciel.pdf;2015;Dezembro
Dep. Alessandra Campêlo;http://www.ale.am.gov.br/wp-content/uploads/2016/01/alessandra.pdf;2015;Dezembro
Dep. Belarmino Lins;http://www.ale.am.gov.br/wp-content/uploads/2016/01/belarmino.pdf;2015;Dezembro
Dep. Bi Garcia;http://www.ale.am.gov.br/wp-content/uploads/2016/01/bi-garcia.pdf;2015;Dezembro
Dep. Bosco Saraiva;http://www.ale.am.gov.br/wp-content/uploads/2016/01/bosco-saraiva.pdf;2015;Dezembro
Dep. Carlos Alberto;http://www.ale.am.gov.br/wp-content/uploads/2016/01/carlos-alberto.pdf;2015;Dezembro
Dep. David Almeida;http://www.ale.am.gov.br/wp-content/uploads/2016/01/david.pdf;2015;Dezembro
Dep. Dermilson Chagas;http://www.ale.am.gov.br/wp-content/uploads/2016/01/dermilson.pdf;2015;Dezembro
Dep. Francisco Gomes;http://www.ale.am.gov.br/wp-content/uploads/2016/01/franscisco-gomes.pdf;2015;Dezembro
Dep. Francisco Souza;http://www.ale.am.gov.br/wp-content/uploads/2016/01/francisco-souza.pdf;2015;Dezembro
Dep. José Augusto Ferraz;http://www.ale.am.gov.br/wp-content/uploads/2016/01/augusto-ferraz.pdf;2015;Dezembro
Dep. José Ricardo;http://www.ale.am.gov.br/wp-content/uploads/2016/01/Jose-ricardo.pdf;2015;Dezembro
Dep. Josué Neto;http://www.ale.am.gov.br/wp-content/uploads/2016/01/neto.pdf;2015;Dezembro
Dep. Luiz Castro;http://www.ale.am.gov.br/wp-content/uploads/2016/01/luiz-castro.pdf;2015;Dezembro
Dep. Orlando Cidade;http://www.ale.am.gov.br/wp-content/uploads/2016/01/orlando-cidade.pdf;2015;Dezembro
Dep. Platiny Soares;http://www.ale.am.gov.br/wp-content/uploads/2016/01/platiny.pdf;2015;Dezembro
Dep. Ricardo Nicolau;http://www.ale.am.gov.br/wp-content/uploads/2016/01/ricardo-nicolau.pdf;2015;Dezembro
Dep. Sabá Reis;http://www.ale.am.gov.br/wp-content/uploads/2016/01/saba-reis.pdf;2015;Dezembro
Dep. Serafim Corrêa;http://www.ale.am.gov.br/wp-content/uploads/2016/01/serafim.pdf;2015;Dezembro
Dep. Sinésio Campos;http://www.ale.am.gov.br/wp-content/uploads/2016/01/sinesio.pdf;2015;Dezembro
Dep. Vicente Lopes;http://www.ale.am.gov.br/wp-content/uploads/2016/01/vicente-lopes.pdf;2015;Dezembro
Dep. Wanderley Dallas;http://www.ale.am.gov.br/wp-content/uploads/2016/01/wanderley-dallas.pdf;2015;Dezembro
